Refer to https://github.com/lutherastrophysics/new_ref_file for more info
Star Data Extractor Tool
    Images: m23_3.5_071.fit (2003) and m23_7.0_2022-06-19_0028.fit
    Stars Found: 2508 (good stars) in 2003 img + 1246 in 2022
    Radius of star diaphragm:
    Sky annulus inner radius:
    Sky annulus outer radius:
    Threshold factor: High =
         X	         Y	     Sigma	      FWHM	   Sky ADU	  Star ADU
    929.97	    790.48	      2.43	      5.70	    710.40	   7901.40
    833.37	    799.82	      1.66	      3.89	    702.70	   7888.50
     85.49	    201.89	      2.51	      5.90	    715.90	   7854.60
    573.94	    189.55	      1.41	      3.32	    713.60	   7846.90
     47.59	     36.52	      1.94	      4.55	    699.30	   7806.40
    477.04	    730.09	      2.58	      6.06	    728.60	   7786.60
    547.73	     23.06	      1.57	      3.68	    707.60	   7771.10
    476.97	    730.38	      2.82	      6.64	    728.00	   7769.60
     55.55	     15.61	      1.89	      4.43	    697.90	   7746.70
    855.97	    276.65	      1.12	      2.63	    707.90	   7719.10
    571.98	    897.49	      1.67	      3.92	    709.40	   7697.70
    494.56	    718.47	      1.66	      3.90	    720.40	   7659.30
    831.99	    182.93	      1.37	      3.21	    704.40	   7644.90
    754.36	    378.91	      1.32	      3.10	    729.40	   7603.00
    621.21	    950.14	      1.89	      4.44	    701.80	   7572.80
    362.95	    562.06	      2.40	      5.65	    735.00	   7568.50
    605.00	    737.63	      1.53	      3.58	    730.40	   7554.20
    755.03	    122.06	      1.42	      3.34	    711.70	   7552.00
    363.06	    561.95	      2.59	      6.08	    735.00	   7502.20
    694.56	    961.30	      1.61	      3.79	    706.00	   7502.00
    715.38	     67.55	      1.63	      3.82	    707.10	   7494.80
    365.58	     43.67	      1.74	      4.10	    724.30	   7450.90
    232.63	    722.40	      1.78	      4.18	    716.70	   7438.30
    476.89	    430.32	      1.46	      3.44	    743.80	   7437.80
    887.60	    235.55	      1.52	      3.58	    702.20	   7427.10
    951.12	    231.26	      1.43	      3.36	    699.80	   7426.00
    392.56	    629.44	      1.72	      4.04	    732.00	   7415.90
    328.08	    599.65	      1.90	      4.46	    729.90	   7388.60
    310.78	    309.23	      1.61	      3.78	    740.80	   7358.50
    349.43	    922.60	      1.85	      4.34	    710.80	   7345.00
    498.23	    872.91	      1.66	      3.91	    717.10	   7333.00
     64.55	    151.11	      1.75	      4.11	    706.20	   7318.00
    362.82	    561.92	      2.44	      5.74	    734.90	   7301.50
    498.71	    872.87	      1.82	      4.28	    716.90	   7248.10
    757.07	    491.10	      1.19	      2.80	    722.40	   7235.50
    847.99	    252.63	      1.25	      2.94	    708.70	   7227.90
    936.11	    199.26	      1.33	      3.14	    698.00	   7200.10
    926.12	    899.77	      1.71	      4.03	    693.50	   7180.80
    792.03	    267.37	      1.49	      3.51	    712.20	   7166.60
    725.00	    491.68	      1.91	      4.48	    731.20	   7148.90
    478.09	    538.31	      1.47	      3.45	    745.60	   7143.30
    171.32	    702.96	      1.90	      4.47	    710.10	   7131.00
    205.37	    981.96	      2.01	      4.71	    700.20	   7102.90
    791.33	    746.98	      1.53	      3.60	    709.20	   7100.90
    967.02	    854.21	      1.59	      3.73	    701.20	   7096.50
    372.32	    201.06	      1.63	      3.82	    720.10	   7093.10
     42.64	    458.02	      1.76	      4.14	    713.40	   7091.10
    241.49	    345.60	      1.73	      4.06	    738.20	   7048.30
    645.01	    927.67	      1.65	      3.87	    708.80	   7032.30
    847.99	    253.06	      1.28	      3.02	    709.00	   6998.00
    187.42	    670.51	      1.80	      4.23	    717.90	   6982.20
    564.32	    554.89	      1.42	      3.35	    739.20	   6971.20
    417.09	    555.54	      1.59	      3.75	    732.80	   6959.00
    910.11	    686.76	      1.42	      3.33	    702.80	   6925.40
    547.04	    619.99	      1.55	      3.65	    733.50	   6923.30
    583.72	    886.95	      1.56	      3.66	    706.40	   6883.10
    551.25	     61.89	      1.57	      3.68	    707.30	   6874.50
    806.48	    910.92	      1.65	      3.88	    701.90	   6869.00
    645.95	    225.33	      1.39	      3.27	    719.40	   6867.20
    175.81	    843.96	      1.81	      4.26	    703.30	   6866.80
    111.27	    924.85	      2.26	      5.30	    703.80	   6853.30
    106.15	    130.93	      2.07	      4.86	    716.10	   6815.20
    430.48	    674.95	      1.57	      3.70	    724.60	   6814.30
    835.57	    170.46	      1.51	      3.55	    704.80	   6801.80
    687.00	    393.93	      1.32	      3.10	    726.60	   6789.20
    358.08	     40.08	      1.60	      3.76	    738.30	   6782.20
    417.09	    555.27	      1.51	      3.56	    733.20	   6768.70
    111.53	    924.93	      2.33	      5.47	    704.70	   6763.50
    708.70	    437.10	      1.30	      3.05	    733.80	   6739.20
    871.00	    181.05	      1.33	      3.13	    708.30	   6738.90
    273.03	    811.94	      1.97	      4.64	    714.20	   6726.10
    682.17	    375.28	      2.55	      5.99	    728.20	   6716.90
    275.12	    933.18	      1.92	      4.51	    702.10	   6675.90
    505.55	    333.12	      1.42	      3.35	    726.50	   6664.30
    694.76	    726.96	      1.50	      3.52	    720.50	   6661.10
   1010.35	    640.96	      1.51	      3.55	    694.10	   6633.60
    869.51	    700.69	      2.08	      4.88	    708.10	   6631.90
    261.13	    277.50	      1.54	      3.62	    737.80	   6615.10
    719.20	    183.26	      1.37	      3.21	    712.20	   6612.00
    417.08	    555.07	      1.46	      3.44	    733.90	   6581.40
    367.07	    969.16	      1.94	      4.55	    705.50	   6577.70
    597.99	    901.48	      1.62	      3.81	    706.70	   6548.80
    761.69	    368.65	      1.89	      4.43	    719.50	   6519.30
    222.09	    221.40	      2.09	      4.90	    724.60	   6515.70
    816.89	    604.47	      1.34	      3.16	    717.70	   6512.30
    414.56	    183.63	      1.74	      4.10	    721.40	   6504.40
    366.97	    969.07	      1.97	      4.62	    705.80	   6495.30
    545.93	    789.69	      1.63	      3.84	    716.70	   6483.70
    301.44	     40.13	      1.83	      4.30	    713.10	   6483.60
    367.03	    968.95	      2.01	      4.72	    705.80	   6481.80
    719.95	    600.45	      1.60	      3.76	    718.20	   6477.90
    545.86	    789.81	      1.59	      3.75	    717.00	   6448.30
    433.28	    514.03	      1.54	      3.62	    742.80	   6447.80
    440.04	    221.02	      1.42	      3.34	    723.00	   6444.70
    667.31	     43.05	      1.45	      3.40	    703.90	   6415.50
    760.74	    525.93	      1.45	      3.40	    719.80	   6392.70
    981.54	    843.64	      1.70	      4.00	    698.10	   6387.30
    649.90	    750.19	      1.65	      3.87	    719.80	   6380.60
    965.95	    131.02	      1.33	      3.13	    699.80	   6364.70
    145.56	    165.10	      1.81	      4.24	    724.50	   6362.80
    481.32	    821.92	      1.86	      4.38	    716.70	   6334.00
    370.01	    281.30	      1.48	      3.47	    724.80	   6332.90
    898.30	    586.07	      1.30	      3.05	    709.50	   6325.20
    265.37	     70.06	      1.85	      4.36	    709.90	   6305.30
    649.71	    749.98	      1.61	      3.79	    719.90	   6292.80
    591.43	    598.98	      1.64	      3.86	    726.20	   6288.00
    236.59	    286.64	      1.85	      4.35	    725.20	   6286.00
    649.59	    749.98	      1.60	      3.75	    720.10	   6273.20
    565.87	    105.51	      1.54	      3.61	    721.70	   6271.30
    935.96	     43.08	      1.45	      3.40	    694.70	   6265.70
    590.56	    981.35	      1.67	      3.93	    704.00	   6252.50
    118.37	    814.83	      1.73	      4.05	    716.30	   6237.00
    199.61	    163.60	      2.36	      5.54	    726.80	   6236.40
    233.06	    476.94	      1.79	      4.20	    734.50	   6214.10
    521.99	    394.05	      1.34	      3.15	    739.80	   6206.30
    921.98	    133.97	      1.35	      3.18	    697.40	   6191.50
    270.11	    767.64	      2.02	      4.76	    713.40	   6178.20
    706.53	     93.59	      1.61	      3.79	    706.30	   6154.40
    622.54	    847.47	      1.67	      3.92	    715.90	   6154.20
    199.30	    163.82	      2.34	      5.49	    727.00	   6146.00
    450.08	    420.01	      1.42	      3.34	    749.70	   6140.70
    818.27	    739.05	      1.42	      3.34	    707.90	   6105.70
    481.29	    822.14	      1.78	      4.18	    716.70	   6092.50
    302.47	    469.59	      2.24	      5.27	    752.80	   6091.00
    481.12	    822.27	      1.73	      4.08	    716.90	   6087.20
    616.43	    933.09	      2.27	      5.33	    704.70	   6085.80
     59.01	    264.53	      1.99	      4.67	    714.90	   6078.80
    481.10	    822.40	      1.70	      3.99	    717.00	   6076.20
    297.54	    319.58	      1.69	      3.97	    737.40	   6069.30
    761.44	    368.44	      1.35	      3.18	    719.70	   6062.60
    964.72	    913.84	      1.87	      4.38	    691.40	   6034.50
    507.59	    426.15	      1.35	      3.17	    741.60	   6033.10
    341.08	    291.04	      1.55	      3.63	    727.10	   6030.20
    302.44	    469.48	      2.28	      5.35	    752.70	   5973.50
    285.71	     12.63	      1.76	      4.14	    705.00	   5972.70
    885.96	    740.90	      1.37	      3.22	    704.00	   5970.40
    189.47	    698.96	      2.00	      4.70	    711.00	   5961.60
     52.09	    797.17	      2.03	      4.77	    696.00	   5947.20
    613.72	    688.01	      1.33	      3.13	    727.40	   5944.80
     52.09	    797.17	      2.03	      4.78	    696.10	   5943.70
    733.96	    546.49	      1.46	      3.42	    722.80	   5920.60
    990.94	     98.13	      1.52	      3.57	    689.70	   5894.00
    669.20	    653.24	      1.44	      3.39	    721.60	   5880.50
    227.05	    455.03	      1.86	      4.38	    733.70	   5823.10
    399.10	    984.39	      1.86	      4.38	    708.10	   5821.70
    733.90	    546.57	      1.44	      3.39	    722.90	   5797.80
    759.54	    333.43	      1.39	      3.27	    724.80	   5774.10
    776.68	    695.00	      1.38	      3.24	    716.50	   5769.40
    656.31	    462.00	      1.38	      3.23	    731.40	   5738.30
    506.57	    824.31	      2.43	      5.72	    718.20	   5712.30
    226.74	    455.04	      1.78	      4.19	    733.30	   5692.40
    304.81	    474.54	      2.70	      6.35	    751.70	   5690.90
    188.71	    539.55	      1.71	      4.01	    713.60	   5674.50
    424.56	    574.48	      1.62	      3.82	    730.30	   5674.50
    848.74	    416.14	      1.19	      2.79	    714.60	   5672.30
    690.96	    280.10	      1.27	      2.99	    717.10	   5669.20
    783.06	    597.05	      1.28	      3.01	    725.70	   5655.40
    219.09	    517.44	      1.80	      4.22	    728.80	   5654.30
    198.28	    715.14	      1.87	      4.40	    719.30	   5653.60
    702.44	    348.46	      2.26	      5.32	    722.40	   5649.00
    506.67	    824.08	      2.45	      5.76	    718.00	   5648.30
     40.19	    612.42	      1.97	      4.62	    703.10	   5636.50
     91.27	    763.28	      1.91	      4.49	    709.60	   5583.60
    319.73	    957.93	      1.86	      4.37	    704.50	   5562.40
    559.98	     99.06	      1.62	      3.80	    718.80	   5548.60
    237.64	    658.01	      1.84	      4.31	    728.20	   5532.80
    260.47	    219.95	      1.64	      3.86	    731.70	   5525.10
    273.89	   1009.99	      2.13	      5.01	    700.00	   5493.00
    971.66	    731.98	      1.49	      3.50	    707.60	   5481.90
    508.05	    764.65	      1.56	      3.67	    720.10	   5481.00
    909.50	    797.33	      1.67	      3.92	    706.30	   5461.80
    641.66	    215.07	      1.58	      3.71	    719.30	   5441.10
    471.82	    616.69	      1.57	      3.68	    732.30	   5429.70
    220.72	    587.95	      1.90	      4.46	    725.80	   5424.20
    960.61	    316.52	      1.39	      3.27	    700.80	   5413.50
    158.36	    782.87	      2.05	      4.83	    709.10	   5389.80
    111.79	    584.93	      1.75	      4.11	    717.40	   5386.90
    750.26	    542.05	      1.30	      3.05	    722.30	   5371.50
    304.94	    474.79	      3.14	      7.38	    751.60	   5364.10
    589.55	    399.56	      1.55	      3.65	    733.10	   5341.40
    948.31	    935.98	      3.06	      7.19	    692.60	   5340.30
    609.07	    135.61	      1.52	      3.57	    712.60	   5336.70
    682.90	    241.94	      1.28	      3.00	    716.30	   5334.00
    921.90	     20.49	      1.59	      3.75	    695.60	   5318.10
    137.50	    420.13	      1.70	      3.99	    728.10	   5304.20
    185.12	    764.53	      1.99	      4.68	    705.90	   5299.20
     48.56	    521.09	      1.94	      4.57	    705.70	   5239.20
    372.92	     69.46	      1.67	      3.91	    710.90	   5237.00
    350.29	    546.81	      1.92	      4.51	    737.60	   5232.10
    463.66	    778.99	      1.92	      4.51	    718.50	   5211.80
    233.87	    969.27	      2.37	      5.58	    709.90	   5211.00
    516.70	     57.11	      1.89	      4.44	    705.00	   5207.90
    695.99	    557.08	      1.30	      3.05	    726.70	   5199.30
    568.00	    230.34	      1.40	      3.30	    712.50	   5197.80
    572.54	    329.06	      1.51	      3.56	    726.40	   5196.50
    233.92	    969.22	      2.40	      5.64	    710.20	   5190.40
    350.22	    546.63	      1.88	      4.42	    737.90	   5189.80
    230.28	    391.96	      1.73	      4.07	    740.60	   5168.00
    350.68	    546.60	      1.90	      4.46	    738.00	   5152.70
    214.57	    790.44	      2.07	      4.87	    708.70	   5146.90
    713.27	    531.72	      1.34	      3.14	    723.70	   5145.70
    704.80	    883.26	      0.76	      1.78	    712.40	   5070.50
    488.92	    661.40	      1.50	      3.52	    733.20	   5042.60
    342.49	    864.00	      1.93	      4.53	    713.70	   5039.90
    704.70	    883.26	      0.75	      1.76	    712.60	   5038.00
    896.60	    109.48	      1.61	      3.79	    697.70	   5034.10
     26.05	    327.76	      1.92	      4.50	    712.70	   5006.70
    206.66	    465.01	      2.17	      5.11	    735.20	   5000.80
    839.46	    558.90	      1.71	      4.01	    712.00	   4998.60
    341.61	    442.47	      1.83	      4.31	    758.80	   4997.00
    158.68	    637.49	      1.95	      4.57	    714.10	   4985.20
    636.06	    294.99	      1.33	      3.12	    720.90	   4968.80
    589.72	    126.94	      1.67	      3.92	    714.70	   4962.00
    317.39	    843.21	      2.22	      5.23	    713.60	   4935.60
    770.66	    286.90	      1.24	      2.92	    723.60	   4930.70
    317.41	    843.10	      2.25	      5.28	    713.50	   4926.90
    202.82	    469.18	      2.62	      6.16	    734.70	   4924.30
    932.67	    914.47	      1.67	      3.92	    696.80	   4921.20
    191.79	    357.96	      1.71	      4.01	    723.80	   4918.30
    486.01	    115.76	      1.72	      4.05	    712.60	   4906.90
    932.40	    914.47	      1.67	      3.92	    697.00	   4893.00
    747.73	    639.93	      1.44	      3.39	    717.70	   4864.10
    495.61	    348.46	      1.48	      3.47	    728.70	   4829.20
    113.66	    754.94	      2.07	      4.85	    709.00	   4815.50
    134.24	    904.37	      2.37	      5.56	    704.20	   4789.90
    894.95	    869.43	      1.57	      3.70	    702.00	   4778.80
    776.64	    125.03	      1.35	      3.17	    708.40	   4776.10
    804.92	    470.66	      1.46	      3.44	    717.80	   4775.00
     17.05	    701.69	      1.98	      4.64	    704.40	   4756.50
    161.09	    552.40	      1.89	      4.44	    723.50	   4753.90
    829.55	    489.89	      1.27	      2.99	    713.50	   4753.00
     17.05	    701.69	      1.98	      4.64	    704.40	   4752.20
    178.09	    966.51	      2.14	      5.04	    702.20	   4745.50
    973.00	    884.26	      1.45	      3.41	    697.20	   4738.40
    315.18	    751.35	      2.20	      5.16	    726.60	   4727.20
    741.02	     83.70	      1.41	      3.30	    705.70	   4724.40
    315.10	    751.51	      2.23	      5.25	    726.90	   4715.00
    249.53	    304.56	      2.23	      5.25	    730.30	   4713.00
    786.15	    347.42	      1.27	      2.98	    717.30	   4705.80
    314.93	    751.79	      2.33	      5.48	    726.70	   4686.10
    866.67	    766.95	      1.44	      3.39	    705.70	   4660.40
    154.24	    749.36	      2.05	      4.82	    708.40	   4656.70
    866.50	    766.82	      1.43	      3.37	    705.80	   4656.20
    639.52	    631.51	      1.73	      4.06	    724.70	   4653.60
    470.92	   1008.40	      2.41	      5.66	    703.40	   4652.60
    872.20	    905.13	      2.84	      6.68	    702.60	   4643.00
    139.61	    176.56	      1.90	      4.46	    723.50	   4636.80
     21.12	    497.58	      2.13	      5.00	    710.40	   4634.90
    463.45	    536.40	      1.65	      3.87	    753.50	   4626.90
    292.09	    875.96	      1.71	      4.03	    718.70	   4624.20
    522.99	    361.98	      1.49	      3.49	    725.40	   4604.90
    194.98	    726.75	      1.92	      4.50	    716.10	   4602.20
    872.32	    905.12	      2.85	      6.69	    703.10	   4601.90
    182.61	    141.49	      1.82	      4.28	    721.20	   4592.80
    433.30	    488.10	      1.48	      3.47	    750.90	   4577.80
